labels	text	cls
B_PER I_PER I_PER	Anders Nilsen Wiborg	False
B_ORG I_ORG I_ORG I_ORG I_ORG	United States Department of Labor	False
B_PER I_PER O B_PER I_PER O B_PER I_PER O O O	Jared Dudley , Emeka Okafor , Jason Richardson ( 9 )	False
O O O O O O O O B_PER O B_PER I_PER O B_ORG I_ORG I_ORG O O B_PER I_PER O B_ORG O O O B_PER O B_ORG O O	The first 3 songs as PopCrush 97.1 were Pitbull / Christina Aguilera 's Feel This Moment '' , Justin Timberlake 's Mirrors '' , and Rihanna 's Umbrella '' .	False
B_PER I_PER O O O O O	Tomáš Šmíd '' ( Third Round )	False
B_PER I_PER O O O	Chip Robinson ( 1986 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG O B_LOC I_LOC I_LOC O	St. Paisius Serbian Orthodox Monastery , Safford , Arizona .	False
O O O B_ORG O O O B_PER I_PER O B_ORG I_ORG I_ORG O O O	** ' '' Nanhai '' ' – Liu Yin , King of Nanhai ( 907–911 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Siege of Naples ( 542–43 )	False
B_PER I_PER O B_ORG O	Clarence Tommerson , NFL player	False
B_LOC I_LOC I_LOC	Naco-Mammoth Kill Site	False
O O B_ORG O O	' '' Angiosperms '' '	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Communes of the Somme department	False
B_LOC I_LOC I_LOC	Magnificent snake eel	False
B_PER I_PER I_PER	Francisco Menéndez Márquez	False
B_LOC I_LOC I_LOC O O O	Beecher , Michigan – $ 13,484	False
O O O O O O O O O O O O B_LOC I_LOC I_LOC O	After a large and well attended funeral , he was interred in Green Lawn Cemetery .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	List of Indonesian birds en:: non-passerines	False
B_LOC I_LOC I_LOC I_LOC O B_LOC	Stade du 28 Septembre , Conakry	False
O O B_LOC O O	' '' Gujranwala '' '	False
B_PER I_PER I_PER I_PER	Musa Haji Ismail Galal	False
O O O O O O O B_ORG I_ORG O O	The song is included in the album Yanni Voces '' .	False
B_PER I_PER I_PER	K. M. Seethi	False
B_LOC I_LOC I_LOC I_LOC	East Chicago , Indiana	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Somerset ( town ) , Wisconsin	False
B_PER I_PER I_PER I_PER I_PER I_PER	Mark Bonham Carter , Baron Bonham-Carter	False
O O B_PER I_PER O O	' '' Mika Häkkinen '' '	False
B_ORG B_LOC I_LOC I_LOC I_LOC I_LOC	WTUA St. Stephen , South Carolina	False
O O B_LOC O O	' '' Kolkata '' '	False
B_ORG O O O O O B_ORG O O O B_ORG I_ORG O O B_ORG I_ORG O O O O B_LOC O	Taebong has been overthrown , and Goryeo established in the Korean peninsula , when Wang Kon ascends the throne at Cheorwon .	False
B_PER I_PER O O O	Sergey Shoygu ( 2012 )	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Tatem Elementary School , Collingswood , NJ	False
B_ORG I_ORG I_ORG I_ORG O	Flick of the Switch ''	False
B_PER I_PER I_PER O O O	O. L. Owen ( 1898 )	False
O B_ORG I_ORG O B_LOC I_LOC I_LOC	1911 Yeon Building , Portland , Oregon	False
O B_ORG I_ORG I_ORG I_ORG I_ORG O	`` O Come All Ye Faithful ''	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Conejo Valley Unified School District	False
B_ORG I_ORG I_ORG I_ORG O O O O	Dick 's Sporting Goods ( 80,000 ft² )	False
O B_LOC I_LOC O O O O	'' Acianthera rostellata '' ( Barb.Rodr .	False
B_LOC I_LOC I_LOC I_LOC	Calhoun City , Mississippi	False
B_LOC I_LOC I_LOC I_LOC	Rockhead ( fish )	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Cedar Lawn Cemetery , Paterson , New Jersey	False
O B_ORG I_ORG I_ORG I_ORG O O O	'' CONCACAF Champions ' Cup en:: ' ''	False
O O O O B_PER O O O	It was described by Breuning in 1939 .	False
B_PER I_PER I_PER I_PER	Pontianak ( folklore )	False
B_ORG I_ORG O B_LOC I_LOC	Myrtle Beach , United States	False
O O B_LOC O	Tremoschna en:: Třemošná B,60	False
B_ORG I_ORG I_ORG I_ORG I_ORG O	How to Save a Life ''	False
B_ORG O B_LOC O O O	Parken , Copenhagen ( H )	False
B_LOC O B_LOC I_LOC O B_LOC	Tenerife , Canary Islands , Spain	False
B_PER I_PER O B_PER I_PER	Sui Wenjing / Han Cong	False
O O O O B_ORG I_ORG I_ORG O B_ORG I_ORG I_ORG I_ORG O O O O O B_ORG I_ORG I_ORG O B_ORG I_ORG I_ORG I_ORG O	Now under control of 482nd Fighter Wing ( Air Force Reserve Command ) and Detachment 1 , 125th Fighter Wing ( Florida Air National Guard )	False
O O O O B_LOC O O O	אֶת חֶבְרוֹן וְאֶת מִגְרָשֶׁהָ Hebron and its periphery	False
B_LOC O O O O	Voznesensk ( Вознесенський район )	False
O O B_ORG I_ORG I_ORG	Chimneys of Poolbeg Generating Station	False
B_ORG I_ORG I_ORG I_ORG I_ORG O O	This Hour Has 22 Minutes '' cast	False
O O B_PER I_PER I_PER O O O O B_PER I_PER O O	' '' Lucas Arnold Ker '' ' ' '' Sebastián Prieto '' '	False
B_ORG I_ORG I_ORG	Bernhard Warkentin Homestead	False
O O O O B_LOC I_LOC O B_LOC O	She currently lives in Los Angeles , California .	False
O O O B_ORG I_ORG O	Same applied to Polish Americans .	False
O O O O B_LOC O	It was discovered in Oxyrhynchus .	False
B_PER I_PER I_PER I_PER	Princess Clémentine of Belgium	False
B_PER I_PER I_PER I_PER	Andrex ( actor )	False
B_PER I_PER O B_ORG I_ORG I_ORG O	Martin Sheen - The West Wing ''	False
O B_ORG I_ORG I_ORG I_ORG O	`` U Got It Bad ''	False
B_LOC I_LOC O O O	Hanningfield Reservoir completed in 1957	False
O O B_LOC O O	' '' Ruanda-Urundi '' '	False
B_ORG I_ORG I_ORG O O B_PER I_PER	Bright Size Life '' – Pat Metheny	False
B_PER O O O	Vulcana ( 1875–1946 )	False
B_PER I_PER I_PER I_PER I_PER I_PER	Society of the Friends of Truth	False
B_LOC I_LOC I_LOC	Indian flying frog	False
B_LOC I_LOC O B_LOC I_LOC	Knightville Dam – Westfield River	False
B_ORG I_ORG I_ORG I_ORG	Aborigines ' Protection Society	False
B_LOC I_LOC I_LOC I_LOC	Memphrémagog Regional County Municipality	False
O O O O O O O O O O O O O O O B_LOC O	Since the Germans had also sentenced him to death , he decided to move to Kiev .	False
O O O O O O O O O B_PER I_PER O	All three goals of the match were scored by Xherdan Shaqiri .	False
O O O O O B_ORG I_ORG I_ORG I_ORG O B_LOC O B_LOC O	It is found in the Democratic Republic of Congo , Uganda and Tanzania .	False
O O B_ORG O O	' '' CBS '' '	False
O O O B_PER I_PER I_PER I_PER	*1951 - 1980 Sir William Rede Hawthorne	False
B_PER I_PER I_PER I_PER I_PER	Herbert Brownell , Jr .	False
B_PER I_PER I_PER O O O	George Caspar Adams ( 1863–1900 )	False
B_PER I_PER I_PER	Franz von Papen	False
B_PER I_PER O O O O O O O	Lee Trevino won the most tournaments , six .	False
B_LOC I_LOC I_LOC I_LOC I_LOC O	East Brunswick , New Jersey .	False
B_PER I_PER O O O	Dave Righetti ( 1 )	False
B_PER I_PER I_PER O B_ORG I_ORG I_ORG I_ORG	Head of government en:: Prime Minister of Andorra	False
O O B_PER I_PER O	Recorded by Fats Waller .	False
O O O O O O O B_ORG I_ORG I_ORG O O O O O B_ORG O B_ORG I_ORG O B_ORG O B_ORG O B_ORG O B_ORG I_ORG O B_ORG I_ORG O B_ORG O O B_LOC O	Previously , he was head coach at Alcorn State University and an assistant coach at Tulane , Delta State , LSU , Florida , Marshall , Southern Miss , Ole Miss , Michigan , and Memphis .	False
O O O O O O O B_LOC O O O O O B_LOC O	Five years later , in 1939 , Edern was abolished and incorporated into Nefyn .	False
O O O O O O B_PER I_PER	' '' Second en:: ' '' Kaho Onodera	False
B_PER I_PER I_PER I_PER I_PER I_PER	Leopold , Grand Duke of Baden	False
B_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG I_ORG I_ORG O B_LOC I_LOC	Oriole Park at Camden Yards in Baltimore , Maryland , United States	False
B_ORG I_ORG I_ORG	Massachusetts Route 3A	False
B_PER I_PER O O O	Fulvio Ballabio ( 1988 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Semiotic elements and classes of signs ( Peirce )	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Meigs Township , Muskingum County , Ohio	False
O O O O B_LOC O B_LOC O	He was born in Glasgow , Scotland .	False
B_LOC I_LOC I_LOC	Gmina Tarnów Opolski	False
B_PER I_PER O O O O O O O O B_LOC O B_LOC I_LOC O O O O	Hernán Cortés was his relative , whom he accompanied to Mexico ( New Spain ) in 1526 .	False
O O B_ORG O O O	File en:: Tiananmen ( 天安门 )	False
O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	Episode en:: `` It 's My Party and I 'll Lie if I Want To ''	False
O O O O O B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER O	He is a son of Alan Lennox-Boyd , 1st Viscount Boyd of Merton .	False
O O O O O O O O B_LOC I_LOC I_LOC I_LOC O	He died on August 25 , 1992 in Boca Raton , Florida .	False
O B_LOC I_LOC I_LOC I_LOC O O O O	'' Nothin ' But Trouble '' ( 1988 )	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Lynn Township , McLeod County , Minnesota	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Communes of the Côte-d'Or department	False
O O O B_LOC I_LOC I_LOC I_LOC I_LOC O	He resides in Monmouth Junction , New Jersey .	False
B_ORG I_ORG I_ORG	FM Radio Gods	False
O B_LOC I_LOC O O O B_PER O B_ORG I_ORG O O O	'' Aztec Empire '' ' – Tenoch , Great Speaker ( 1325–1376 )	False
B_PER I_PER I_PER I_PER	J. R. R. Tolkien	False
O O B_ORG I_ORG O O	' '' Speed Up '' '	False
O O O O O O B_LOC B_LOC	*36th on 10 November 2005 , Calgary CAN	False
O O O O O O B_ORG I_ORG I_ORG I_ORG O O O B_ORG I_ORG I_ORG O B_ORG I_ORG I_ORG O O B_LOC O B_LOC O	He graduated in 1970 with a Doctor of veterinary medicine degree from the Ontario Veterinary College , University of Guelph in nearby Guelph , Ontario .	False
B_PER I_PER O O O	Paul Tang ( 2007 )	False
B_PER I_PER O O O	Melissa Hayden ( 1945–1947 )	False
O O O O O O O O B_PER I_PER O	He is a brother of the noted pianist Chilly Gonzales .	False
B_LOC O B_ORG I_ORG I_ORG	Peru en:: Peruvian Communist Party	False
B_PER I_PER I_PER I_PER I_PER	Pat Morris ( musician )	False
O O O O B_LOC O O O O O O O B_LOC I_LOC O	It is found in Australia , where it has been recorded from Western Australia .	False
B_LOC I_LOC I_LOC I_LOC	Waveguide ( optics )	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Las Cruces , New Mexico	False
B_PER I_PER O B_PER I_PER O O O O O O O	Radu Albot / Artem Sitak , 6–4 , 7–6 ( 7–3 )	False
O O B_PER I_PER I_PER	`` by Arthur Byron Cover	False
O B_LOC I_LOC O	'' Aletia infrargyrea ''	False
O O O O B_PER I_PER O B_PER I_PER O	All songs composed by Leonard Bernstein and Stephen Sondheim .	False
B_PER I_PER I_PER O O O	James H. Morrison ( D )	False
O O B_LOC I_LOC I_LOC O O	' '' Louisville , Kentucky '' '	False
O O O O O O O O O O B_LOC O O O O	*10,000 m en:: ' '' en:27:28.12 min '' ' – Neerpelt , 2 June 2007	False
O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER O B_PER I_PER O	His second official victory came at en:9:45am on April 21 , followed by his third on May 6 , which he shared with Ernst Leman and Alexander Kazakov .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	The Dirty Dozen Brass Band	False
B_PER I_PER I_PER I_PER	Márcio Rogério de Andrade	False
B_ORG I_ORG I_ORG I_ORG	Marshal ( Japan )	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Cephissus ( Athenian plain )	False
B_PER I_PER I_PER	Francis Wayland Parker	False
O B_LOC I_LOC O	'' Valsa ceratosperma ''	False
B_ORG I_ORG I_ORG I_ORG	St Ann 's College	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	`` I Promise to Wait My Love ''	False
B_ORG I_ORG I_ORG O B_LOC I_LOC O	National Nursing Week ( United States )	False
O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG B_ORG O	1897 en:: Chicago , Burlington & Quincy Railroad v. Chicago ''	False
B_ORG I_ORG I_ORG I_ORG O B_LOC O B_LOC O B_LOC	Hogeschool Van Hall Larenstein , Leeuwarden , Wageningen , Velp	False
O O O O O O O O B_ORG I_ORG I_ORG I_ORG O B_ORG O O O O O O O O O O O O	In 1947 , he had an interview with Will Lang Jr . of Life '' to discuss his life and his role as a receptionist .	False
B_ORG I_ORG I_ORG	The Outdoor Room	False
B_ORG I_ORG I_ORG I_ORG O	Hell en:: The Sequel ''	False
O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O B_ORG I_ORG I_ORG O	He was educated at the Community High School , Tehran and then Carlisle Technical College .	False
O O O O O O B_ORG I_ORG O O O O B_LOC O O O O	In 1960 , he joined the U.S. Army , being stationed in Germany for three years .	False
B_ORG I_ORG I_ORG I_ORG	Beijing No.8 High School	False
B_ORG I_ORG I_ORG O O O O O B_LOC I_LOC O O O O O	Ashdot Ya'akov Meuhad ( 1953 ) , from Ashdot Ya'akov ( 1924 , 1933 )	False
B_LOC I_LOC I_LOC	Lacs de Conzieu	False
B_LOC I_LOC I_LOC O O O	Monmouth , Illinois – $ 15,839	False
B_LOC I_LOC I_LOC	Eastern Anatolia Region	False
O O O O O O O B_LOC I_LOC I_LOC O	He died in July of 1969 in Williamsport , Pennsylvania .	False
O O O O O O O O B_ORG I_ORG	''Review en:: Something Better to Come '' at Slant Magazine	False
O O B_LOC I_LOC I_LOC O O O O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O B_ORG I_ORG I_ORG O	Returning to Norfolk , Virginia , 1 April 1946 , ''Calamares '' was decommissioned at Baltimore , Maryland , 25 April 1946 , and returned to the War Shipping Administration .	False
B_PER I_PER I_PER I_PER	Platon ( Kulbusch )	False
B_ORG I_ORG I_ORG I_ORG O B_LOC	Rangiri Dambulla International Stadium , Dambulla	False
B_ORG I_ORG I_ORG	Southampton F.C .	False
B_LOC I_LOC I_LOC	Chuuk flying fox	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER	John Holles , 2nd Earl of Clare	False
O B_ORG I_ORG I_ORG O O O O O O	The Churches Conservation Trust now cares for the building .	False
O O O B_LOC I_LOC O B_LOC O B_LOC I_LOC O O B_LOC I_LOC O	They originate from South Asia , Europe , Middle East , and East Africa .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Growing Up ( The T.G.I.S. Primetime )	False
O O O O O B_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O	Following its sale by the New Zealand Railways Corporation in the 1990s , the building was turned into student accommodation by Auckland University and since 2008 has been occupied by private apartments .	False
O O O B_PER I_PER O O	' '' With Chet Baker '' '	False
B_LOC I_LOC I_LOC	Çıraqlı , Lachin	False
B_LOC I_LOC I_LOC	Sağkaya , Ceyhan	False
O O O B_LOC I_LOC O B_LOC I_LOC O	He is from Andhra Pradesh in South India .	False
B_ORG I_ORG O O O O	53d Wing ( 53 WG )	False
B_ORG I_ORG I_ORG I_ORG I_ORG O O O	Oda Station ( Shimane ) ( 小田駅 )	False
B_ORG I_ORG I_ORG I_ORG O	Tales from Turnpike House ''	False
B_ORG O B_LOC I_LOC	Aboudeïa – Salamat Region	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Gibaeksan ( South Gyeongsang )	False
B_PER I_PER O O O	Rufus Choate ( W-MA )	False
O O B_PER I_PER O O	' '' Tony Albright '' '	False
B_ORG O O B_ORG I_ORG I_ORG I_ORG O	Live - `` Run to the Water ''	False
B_PER I_PER O O	Kunio Maekawa , architect	False
O B_LOC I_LOC I_LOC O O O B_PER I_PER I_PER O O O	'' Kingdom of Scotland '' ' – William the Lion ( 1165–1214 )	False
O O B_PER I_PER	2008 en:: Janusz Morgenstern	False
O B_LOC I_LOC O	'' Platanthera bifolia ''	False
O O O O O O O B_ORG I_ORG O O O O O O O B_ORG I_ORG O	He spent much of his career with Swindon Town , for whom he played in the Premier League .	False
O B_ORG I_ORG I_ORG O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O	The Eastwood Westminster constituency was created in 1983 , and the Eastwood Holyrood constituency , with the same boundaries , in 1999 .	False
B_LOC I_LOC I_LOC I_LOC I_LOC	UEFA Women 's Euro 2013	False
O O O O B_LOC O B_LOC I_LOC O O O O O O B_ORG I_ORG I_ORG O	It then followed the Williamson and Sprague Rivers , claiming large parts of the Klamath Indian Reservation .	False
B_ORG I_ORG I_ORG I_ORG	Mumbai–Ahmedabad high-speed rail corridor	False
O B_LOC O O	'' Toulouse '' '	False
B_PER I_PER O O O O	Rupert Hamer , LL.M. , MLC	False
B_PER O O O	Ka-Zar '' vol .	False
B_PER I_PER I_PER O O O	Masters of Darts ( 1 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG O	Time Stays , We Go ''	False
B_ORG I_ORG I_ORG I_ORG	Listed buildings in Crawley	False
B_PER I_PER I_PER I_PER O O O	Michel-Ange Duquesne de Menneville ( 1752–1755 )	False
B_LOC I_LOC I_LOC	Poříčí nad Sázavou	False
O B_LOC I_LOC O O O O O O	'' Celaenorrhinus homeyeri '' ( Plötz , 1880 )	False
B_PER B_PER I_PER O B_PER I_PER	J. J. Johnson and Kai Winding	False
B_PER I_PER I_PER I_PER O B_PER I_PER I_PER O B_PER I_PER I_PER	Francisco del Rosario Sánchez , Juan Pablo Duarte and Matías Ramón Mella	False
B_PER I_PER O B_PER I_PER I_PER I_PER I_PER I_PER	Rupert Young as Sir William Herbert , Lord Pembroke	False
B_ORG I_ORG O O O O	Black-bellied plover , ''Pluvialis squatarola ''	False
O O O B_PER O B_ORG I_ORG O	He is a goalkeeper for Lech Poznań .	False
B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O	Tony Shaw took a leadership role in the forwards playing in nineteen matches and was the only back-rower to play in all Tests .	False
B_PER I_PER I_PER I_PER I_PER O O O	Thomas Hardeman , Jr . ( D )	False
O O O B_ORG I_ORG I_ORG O B_LOC I_LOC I_LOC O	He played at Modesto Junior College in Modesto , California .	False
B_PER I_PER I_PER	Johannes V. Jensen	False
B_PER I_PER I_PER	Sean Paul Lockhart	False
B_LOC I_LOC I_LOC I_LOC	Montreal West , Quebec	False
B_LOC I_LOC I_LOC	Văn Lãng District	False
O O O O O O B_ORG O	67 competitors were selected by the DLV .	False
B_LOC I_LOC I_LOC	Kalbar , Queensland	False
B_ORG I_ORG I_ORG I_ORG	Bobby 's Burger Palace	False
B_PER I_PER O O O	Beulah Bondi ( 1888–1981 )	False
B_LOC I_LOC I_LOC I_LOC O O O	Pelican Rapids , Minnesota – $ 13,699	False
O O O O O B_ORG I_ORG I_ORG O O O O	This was published by the American Mathematical Society as ISSN 0038-5573 .	False
B_LOC I_LOC I_LOC	Trilofo , Arcadia	False
B_LOC I_LOC I_LOC	Melissa , Texas	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O O	''The Times '' ( Chicago ) , went defunct in 2005	False
B_PER I_PER I_PER I_PER I_PER	Laurence Helsby , Baron Helsby	False
B_ORG I_ORG I_ORG I_ORG	Ronaldinho Gaucho 's Team	False
O B_ORG I_ORG O B_LOC I_LOC I_LOC I_LOC I_LOC O	** Circle Jerks – Oddities , Abnormalities and Curiosities ''	False
B_LOC I_LOC I_LOC	Rüppell 's robin-chat	False
B_LOC I_LOC I_LOC I_LOC	Thomas 's pine vole	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Tennessee in the Civil War	False
B_ORG I_ORG O O O O	Minarete Brass '' ( 2010 )	False
O O O B_ORG I_ORG I_ORG O O B_PER I_PER	*2008 – `` All Summer Long '' – Kid Rock	False
B_PER I_PER I_PER I_PER I_PER	Hamdan bin Mubarak Al Nahyan	False
B_ORG I_ORG I_ORG I_ORG	It 's No Good	False
B_LOC I_LOC I_LOC O B_LOC O B_LOC I_LOC	North Fork Flathead - Canada , United States	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	DCLXVI en:: To Ride Shoot Straight and Speak the Truth ''	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER O O O	George Alexander Eugene Douglas Haig , 2nd Earl Haig ( 1918–2009 )	False
B_ORG O O O O	McCoy '' ( 1975-1976 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	The Price Is Right ( Philippine game show ) ''	False
O O B_LOC I_LOC O O O B_PER O O O	*** '' Northern March '' ' – Lothair ( 983–1003 )	False
O O B_LOC O O	' '' Kentucky '' '	False
O O O O O O B_PER I_PER O	He claimed to be son of Khalilullah II .	False
O B_LOC I_LOC O O O O O O	'' Dialectica imperialella '' ( Zeller , 1847 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG I_ORG I_ORG	Royal Australian Corps of Transport - The Princess Royal	False
B_ORG I_ORG I_ORG I_ORG	Johor Bahru City Square	False
O O O O B_LOC O B_LOC O	It is known from Kenya and Uganda .	False
O O B_LOC I_LOC O	*9378 - Apamea burgessi ''	False
B_PER I_PER O B_PER I_PER	Shooting guard / Small forward	False
B_ORG I_ORG I_ORG O B_LOC I_LOC I_LOC I_LOC O	Mount Marty College ( Yankton , South Dakota )	False
B_ORG I_ORG I_ORG I_ORG	Three 's a Crowd	False
O O B_ORG I_ORG O O	' '' Persiaran APEC '' '	False
O B_LOC I_LOC O O O O O O	'' Theretra jugurtha '' ( Boisduval , 1875 )	False
B_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O	Harvard Business School Press ( 2013 ) Managing Up en:: Expert Solutions to Everyday Challenges	False
B_LOC I_LOC I_LOC	Marysville , Pennsylvania	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	St. Mary 's Church , South Stoneham	False
O O O O O B_PER I_PER I_PER O	He was a son of Wolfgang Amadeus Mozart .	False
O O O O O O B_LOC O B_LOC O O B_LOC I_LOC O O B_LOC O	It has also been introduced to Australia , Madeira , the Galápagos Islands and the Philippines .	False
O O O B_LOC O	He hailed from Søgne .	False
B_PER I_PER O O O	Njego Pesa ( 1983–87 )	False
O O B_PER I_PER O O	' '' Marco Melandri '' '	False
B_PER I_PER O B_ORG I_ORG	Sun Quan en:: Nabatame Hitomi	False
B_PER I_PER I_PER I_PER I_PER I_PER	David Clarke ( Paralympic footballer )	False
B_LOC I_LOC I_LOC	Comanche , Oklahoma	False
O O O B_ORG I_ORG O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O	He received his LL.B . from the University of Wisconsin Law School in 1912 .	False
B_LOC I_LOC I_LOC	Bova , Calabria	False
B_LOC I_LOC I_LOC I_LOC	Lamb 's Conduit Field	False
