labels	text	cls
B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER	Johannes Rau , Tarja Halonen , Vaira Vīķe-Freiberga , Aleksander Kwaśniewski , Jorge Sampaio , Janez Drnovšek , Ferenc Mádl	False
O O O O O B_PER I_PER O O O O O	Der langjährige Frontmann der Band Tony Sly verstarb im Sommer 2012 .	False
O O B_LOC O B_LOC O B_LOC O B_LOC O O B_LOC I_LOC I_LOC	Goerdelerweg in Darmstadt , Göttingen , Olpe , Weinheim und in Esslingen am Neckar	False
O O B_LOC O O O O	'' Heyne München 1999 , ISBN 3-453-15165-8	False
O O O B_LOC I_LOC O O	*** ' '' Fürsterzbistum Köln '' '	False
O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O	Die Anlage liegt auf einem bis zu 81 Meter hohen Hügel zwischen dem Butrintsee sowie dem südöstlich davon gelegenen ''Bufisee '' und wurde wohl im 12 .	False
O O O O O O O O O O O O O O O B_PER I_PER O O O	Geburtstag , an dem seine dritte und zugleich letzte Komposition für dieses Instrument erstmals durch Oskar Sala aufgeführt wurde .	False
O O B_ORG I_ORG O O	' '' Nikolaos Zisis '' '	False
B_PER I_PER O B_PER I_PER	Galit Chait / Sergei Sachnowski	False
O O O O B_PER I_PER O O O B_PER I_PER O O O O O O O O O O	Durch vier Tore von Andreas Franz und drei durch Heinrich Träg setzte sich der Süden überlegen mit de:7:0 Toren durch .	False
O O O B_LOC O	Er lebt in Stuttgart .	False
O O B_PER I_PER I_PER	Länderspieltor]] von Robin van Persie	False
O O O O O O B_ORG O O	nur geschlagene Eier langsam in siedende Suppe einlaufen .	False
O O O B_LOC O O O O	Die Verlängerung bis Falmouth konnte am 24 .	False
O O B_PER I_PER O O O O O O	Nashville]] '' Brenda Vaccaro für ''Einmal ist nicht genug ''	False
O O O O O O O O O O O O O O B_LOC I_LOC O	Zusammen mit ihr , dem gemeinsamen Sohn und den gemeinsamen Zwillingsmädchen lebt er in New York .	False
O O O O O O O O O O O B_PER I_PER I_PER O B_PER I_PER O	Im selben Jahr wurde er Profisportler und gewann zwei Kämpfe gegen Charlie Phil Rosenberg und Pancho Villa .	False
O O B_ORG I_ORG I_ORG I_ORG	Gründung des Deutschen Jagd- und Fischereimuseums	False
O O O O O O O B_ORG O B_LOC I_LOC O O	Sie liegt rund fünf Kilometer östlich der Wartburg im Thüringer Wald bzw .	False
B_ORG I_ORG I_ORG I_ORG O B_ORG B_ORG I_ORG I_ORG	Middle of the Road – Chirpy Chirpy Cheep Cheep	False
B_PER I_PER I_PER I_PER	Iva Ikuko Toguri D’Aquino	False
O O O O O O B_LOC O O	Sie schließt südlich an die Stadt Bremen an .	False
O O O O B_PER I_PER I_PER O	Die Texte stammen von Maynard James Keenan .	False
O O O O O O O O O O O O B_PER I_PER O O O O	Die Staffelpremiere erfolgte mit der Episode ''Die Geburtstagsüberraschung '' , in der Michael Jackson einen Gausauftritt absolvierte .	False
B_ORG I_ORG O O O	Bayerischer Rundfunk , 25 .	False
O O O O O O O O O O O B_ORG I_ORG I_ORG O O B_ORG O	Von dort ging es weiter zu einem weiteren Calgary-Flames-Ableger , den Moncton Golden Flames in der AHL .	False
B_PER I_PER B_PER I_PER B_PER I_PER B_PER I_PER	Westley Gough Peter Latham Marc Ryan Jesse Sergent	False
B_PER I_PER I_PER	Sergei Gennadjewitsch Slawnow	False
O O B_LOC O O	' '' Cudrefin '' '	False
B_ORG I_ORG I_ORG O	Panamerikanische Spiele 2007 Silbermedaille	False
B_PER I_PER O O B_PER I_PER O B_PER I_PER O	René Arnoux folgte vor Niki Lauda und Carlos Reutemann .	False
B_PER I_PER O B_PER I_PER O B_PER I_PER	Matthew McConaughey , Ken Watanabe , Naomi Watts	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Liste der Parishes in Louisiana	False
O O O O O B_LOC I_LOC I_LOC O B_LOC O O O O O	Die nächsten größeren Städte sind Schwedt / Oder und Prenzlau in 30 km bzw .	False
B_PER I_PER I_PER	Alissa Brunowna Freindlich	False
B_LOC I_LOC I_LOC I_LOC	Neuried ( Baden )	False
O O B_LOC O O	Jahrhunderts in Sachsen wirkte .	False
O O O O O O O B_LOC O	Sie führten einen Anstalts- und Gutsbetrieb in Landquart .	False
O O B_LOC O O	' '' Partherreich '' '	False
B_PER I_PER O B_PER I_PER O B_PER I_PER I_PER	Julianne Moore , Mark Ruffalo , Gael García Bernal	False
O B_ORG I_ORG I_ORG I_ORG I_ORG	** Sirindhorn International Institute of Technology	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Sotto il Monte Giovanni XXIII	False
B_PER I_PER I_PER I_PER I_PER	Liste der Bischöfe von Clogher	False
O O B_PER I_PER O O O O O	' '' Andy Williams '' ' - ''Butterfly ''	False
B_PER I_PER I_PER I_PER	Raymundus Joannes de Kremer	False
O O B_PER O O	' '' China '' '	False
B_PER I_PER I_PER I_PER I_PER	Baltasar de Zúñiga y Guzmán	False
O O O O O O B_PER O O	Im Jahre 2006 wurde er zum Fernschach-Großmeister ernannt .	False
O O B_LOC O O	' '' Indonesien '' '	False
O O O O O B_PER I_PER O	Abbildung im ''Kräuterbuch '' des Otto Brunfels 1532	False
O O B_LOC O O	' '' Japan '' '	False
O O O O B_ORG O B_ORG I_ORG O	Nachfolgend spielte er für Alanyaspor und Yeni Malatyaspor .	False
B_LOC I_LOC I_LOC I_LOC	Binningen ( Eifel )	False
O O B_PER I_PER O O O O O	Der „Nichtjude“ Robert Stolz emigrierte von sich aus .	False
B_PER I_PER O B_PER I_PER	Gail Emms / Donna Kellogg	False
O O O O O O O O O O B_LOC O B_LOC O	Im selben Jahr wechselte er zurück zu seinem Stammklub aus Heverlee bei Löwen .	False
B_PER I_PER I_PER	Jewgeni Karlowitsch Miller	False
O B_PER I_PER I_PER	WEITERLEITUNG Catherine de Bourbon	False
B_ORG I_ORG I_ORG I_ORG	Jahrhunderthalle ( Breslau )	False
B_ORG I_ORG O O O O O O O O O O O O O O O O	Sanctuary Records veröffentlichte 2005 ein Doppel-Album mit bislang unveröffentlichten Liedern aus der erfolgreichen Phase 1996 bis 1999 .	False
O O O O O B_ORG O	Maerths Gedankengut inspirierte die 1970er-Jahre-Band Devo .	False
O O O O O O B_PER I_PER	70. und letztes Länderspiel von Rekordtorschütze Marcelo Salas	False
B_ORG I_ORG O O O B_ORG I_ORG I_ORG O	Palast Orchester oder 2007 von Reel Big Fish .	False
O O O O O O O O B_ORG O O O O O O	Mit der Übernahme des Klubs durch den Lebensmittelherstellers Ülker wurden zugleich höhere Ziele anvisiert .	False
B_PER I_PER I_PER I_PER I_PER I_PER	Prinz Bandar ibn Sultan von Saudi-Arabien	False
O O B_PER I_PER O	Verleihung war Wayne Brady .	False
B_ORG I_ORG I_ORG	Groupe Caisse d’Epargne	False
O B_ORG O O O O	Die Samenschale ist sehr dünn .	False
O O O O B_LOC O O	Dieser Prozess wird als Kalben bezeichnet .	False
O B_PER I_PER I_PER I_PER I_PER	WEITERLEITUNG Jean-Baptiste-Cyrus-Marie-Adélaïde de Timbrune de Thiembronne	False
O O O B_LOC O O	** ' '' Venedig '' '	False
O O O O B_ORG O O O	Es kommt weiterhin bei Magix zum Einsatz .	False
B_PER I_PER B_PER I_PER I_PER	Jens Eriksen Martin Lundgaard Hansen	False
O O B_ORG I_ORG I_ORG I_ORG O B_ORG O O O O O O O O O O O	In der Roten Liste gefährdeter Arten der IUCN wird die Art als „“ , d.h. als gefährdet geführt .	False
B_PER I_PER I_PER	Juli Michailowitsch Woronzow	False
O O B_PER I_PER O O	' '' Joe Swail '' '	False
O B_ORG I_ORG O B_LOC O B_LOC O B_LOC O O O O O O O	Die Bundesstraße 6 von Bremen über Nienburg nach Hannover verläuft östlich in 5 km Entfernung .	False
O O O B_LOC O O	** ' '' Powys '' '	False
B_PER I_PER I_PER B_PER I_PER	Joachim Fischer Nielsen Christinna Pedersen	False
O O O O O B_LOC O O	Wegen des Nebels konnten von Brücken bzw .	False
O O B_ORG I_ORG I_ORG O O	' '' Dream of You '' '	False
O O O O B_PER I_PER	' '' ' '' Miroslava Knapková	False
O O O O O O O O O O O O O O B_ORG I_ORG O O	Zur Deckung des Energiebedarfs der Stadt wurde in den 1950er und 1960er Jahren das Kraftwerk Heilbronn errichtet .	False
O O O O O O B_ORG O O O O O O O O O B_ORG O O O O O O O O	Durch seine guten Leistungen in der Bundesliga wurde er im Jahr 2010 zu einem Spiel der Nationalmannschaft eingeladen , kam jedoch nicht zum Einsatz .	False
O O O O O B_LOC O O O O O O O O	9 km langer Rundwanderweg in Leverkusen , der im Jahre 2008 eröffnet wurde .	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	WEITERLEITUNG Lester B. Pearson United World College of the Pacific	False
O B_LOC I_LOC I_LOC O	== Kanton St. Gallen ==	False
B_ORG I_ORG O B_ORG I_ORG	Landesmuseum Württemberg im Alten Schloss	False
O O O O O O O B_ORG O O O O O	Dadurch konnte er seine eigenen , dem Monophysitismus nahestehenden Ideen besser durchsetzen .	False
B_PER I_PER I_PER I_PER O O O O O	Johannes Paul II . ernannte ihn am 15 .	False
O O B_PER I_PER O O	' '' Achim Freyer '' '	False
O B_ORG I_ORG I_ORG O O O B_ORG O O O O O O O O O O O	Nachdem Die Fantastischen Vier 1999 das Album de:4:99 herausgebracht hatten , wendeten sich die Bandmitglieder erneut Soloprojekten zu .	False
O O O O O O O O O O O O O O O O O O B_ORG O O O O	Zunächst begnügte man sich mit einer Probenummer von 3000 Zeitungen , diese Zahl stieg bis zum Beginn der NS-Zeit auf 48.000 Exemplare .	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG Narodowy Bank Polski	False
O O O B_PER I_PER	2005 / 2006 Hanka Kupfernagel	False
O O O O O B_PER O O O B_ORG O	Dabei war er Stellvertreter des Gouverneurs und Vorsitzender des Staatssenats .	False
B_PER I_PER O B_PER I_PER	Kumiko Ogura / Reiko Shiota	False
O O O O O O O O O O O B_ORG I_ORG I_ORG O O	Bereits des Studiums wurde sie auf Grund ihrer Leistungen in die Phi Beta Kappa aufgenommen .	False
O O B_LOC O B_LOC I_LOC O O	' '' Vancouver , British Columbia '' '	False
O O B_PER I_PER I_PER I_PER I_PER O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	' '' Frankie Lymon & The Teenagers '' ' - Why Do Fools Fall in Love ''	False
O B_PER I_PER I_PER O O O	1994 David Levering Lewis , ''W .	False
O O O O B_LOC O O O O O O O	Wahrscheinlich beobachteten schon die Ägypter vor einigen tausend Jahren diese Lichterscheinung .	False
O O B_ORG I_ORG I_ORG I_ORG O O	' '' New York Red Bulls '' '	False
O O B_ORG I_ORG O O	' '' Chinezul Timișoara '' '	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Scottish Premier Division 1983 / 84	False
O B_ORG I_ORG I_ORG	2012–2013 LKT Team Brandenburg	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG SpVgg Ratibor 03	False
O O O O O O B_ORG I_ORG B_PER I_PER O	Er ist der Sohn des dreimaligen Deutschen Tourenwagen-Meisters Klaus Ludwig .	False
O O O O B_LOC O O O O O O	Nach dem Durchstoß bei Konitz nach Norden standen „am 3 .	False
O O O O O B_LOC O O O O O O O O O B_LOC I_LOC O O O O O B_LOC I_LOC O O O	Die beiden Gemeinden gehören verschiedenen Départements an , so befindet sich links der Straße das Département Jura und rechts der Straße das Département Saône-et-Loire und umgekehrt .	False
O O B_PER O O O O	Die jeweiligen Schultheißen hatten dem zuzustimmen .	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG Ethniki Odos 5	False
B_LOC B_PER I_PER I_PER I_PER O O O O O	Papst Johannes Paul II . ernannte ihn am 17 .	False
B_PER I_PER I_PER	Wiktor Wladimirowitsch Ponedelnik	False
O O O O O O O O B_ORG I_ORG O	Von 1995 bis 1999 war er Berater von TNT Deutschland .	False
O B_PER I_PER I_PER I_PER	Weiterleitung Eugenio María de Hostos	False
O O O O O O O O O B_LOC I_LOC I_LOC I_LOC I_LOC O B_LOC O B_LOC O	Er stellt die höchste Erhebung dar im Stadtgebiet von Bad Homburg vor der Höhe im Hochtaunuskreis in Hessen .	False
O B_LOC O O O O O O O O O O O O O O O	Die Kammsterne verschlucken dagegen ihre meist kleineren Beutetiere als Ganzes , oft in sehr großer Zahl .	False
O B_PER I_PER I_PER	WEITERLEITUNG Porfirio Barba Jacob	False
B_PER I_PER I_PER	Johann Georg Gödelmann	False
B_PER I_PER I_PER I_PER I_PER	Grover Washington , Jr .	False
O O O O B_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O O	Im Anschluss an die Saison 1949 / 50 musste er seine Karriere verletzungsbedingt im Alter von 29 Jahren vorzeitig beenden .	False
O O O O O B_ORG O O O O O O	Gegner in diesem Freundschaftsspiel war Ungarn , die Begegnung endete de:1:1 .	False
O O O O B_LOC I_LOC O	Sie ist Teil der Region Midtjylland .	False
O O B_PER I_PER B_PER I_PER O O	' '' Michaël Llodra Diego Nargiso '' '	False
B_PER I_PER I_PER	Marschall von Frankreich	False
O O O B_ORG I_ORG I_ORG I_ORG	Digitalisierte Ausgabe der Universitäts- und Landesbibliothek Düsseldorf	False
O O O B_LOC O O	** ' '' Nevers '' '	False
O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O O	Dort war er mit Blaise Cendrars , Guillaume Apollinaire , Marc Chagall , Fernand Léger , Robert Delaunay und Max Jacob bekannt .	False
O O O O O B_ORG I_ORG I_ORG O	Ein Teil der Bevölkerung wurde nach Babylon gebracht .	False
O O O O O B_ORG I_ORG I_ORG I_ORG O	Gewinner der Trophäe wurde der Racing Club de Paris .	False
O O B_ORG I_ORG I_ORG I_ORG O B_ORG O O O O O O O O O O O O O	In der Roten Liste gefährdeter Arten der IUCN wird die Art als „“ , d.h. mit keinen ausreichenden Daten geführt .	False
O O O B_LOC O O O B_LOC I_LOC O O O B_LOC O O O	Angrenzende Orte sind Banning im Osten , Cherry Valley im Norden sowie Calimesa im Nordwesten .	False
O B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	WEITERLEITUNG Grenze zwischen den Vereinigten Staaten und Mexiko	False
O O O B_PER I_PER O O O O O O O O	Hier lernte er Battista Pininfarina kennen , der seine Entwürfe sehr schätzte .	False
B_PER I_PER I_PER O	Ercole II . 1534–1559	False
O O O O O B_LOC I_LOC I_LOC I_LOC I_LOC O	Seinen Lebensabend verbrachte er in Bad Homburg vor der Höhe .	False
O O B_LOC O B_LOC O O O O O O O O O	Die Städte Knoxville und Nashville befinden sich in einer Entfernung von 35 bzw .	False
O O O B_LOC I_LOC O O B_LOC O B_LOC O B_LOC O B_LOC	Wettringen]] , vom Kreis Coesfeld die Gemeinden Billerbeck , Havixbeck , Nottuln , Rosendahl	False
O O O O O B_ORG O B_ORG O O	Zur Nutzung der Windows-Version wird Valves Online-Vertriebsplattform Steam benötigt .	False
O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O O O O O O O O O	An der Seite von Jari Ilola , Fredrik Stenman , Andreas Klarström , Lars Nilsson und Fredrik Berglund spielte er mit dem Klub im hinteren Ligabereich .	False
O O B_LOC I_LOC I_LOC O O	' '' Costa da Caparica '' '	False
B_PER I_PER O B_PER I_PER O O O O O O O O O O O	Chuck Weyant und Al Herman gingen mit Dunn-Rennwagen an den Start , wobei der 13 .	False
O O O O B_LOC B_LOC O B_LOC I_LOC O	Seither gehört es zur Kommune Skærbæk in Sønderjyllands Amt .	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Scottish Premier Division 1997 / 98	False
O O O O B_LOC O O O O O O O O O O	Innerhalb der Länder des Ostseeraumes werden Orgelreisen , Fachtagungen und Seminare sowie Meisterkurse durchgeführt .	False
B_ORG O O O O	2000 - ''nicht qualifiziert ''	False
B_PER I_PER I_PER	Roman Alexandrowitsch Schischkin	False
O O O O B_LOC O O O O	Sie waren über das Nuthetal nach Norden vorgedrungen .	False
O O O B_LOC I_LOC O O	*** ' '' Hochstift Minden '' '	False
B_PER I_PER O O O O O O O O B_PER I_PER O	Roy Black fand seinen Nachfolger in dem Newcomer der Schlagerszene Bernd Clüver .	False
O O O O O O O B_LOC I_LOC O	Sie war eine der imposantesten Villenbauten des römischen Reiches .	False
B_PER I_PER O O O	Kurt Tucholsky als Kabarettautor .	False
O O B_LOC O O	' '' Vigeois '' '	False
B_PER I_PER O O O	Jeremy Sumpter als ''J.D .	False
O O O B_LOC O B_LOC O B_LOC I_LOC O B_LOC I_LOC I_LOC O B_LOC O	Die Nachbargemeinden sind Perrero , Pomaretto , Inverso Pinasca , San Germano Chisone und Angrogna .	False
O O O O O B_LOC O O	Danach konnte er wieder nach Estland zurückkehren .	False
O O B_LOC O O O O O	Besonders in Großbritannien feierte es seine Erfolge .	False
O O O O O B_PER O	Weiterhin wechselte er Gesandtschaften mit Ägypten .	False
O O O B_ORG O O	** ' '' Saluzzo '' '	False
O O O O O O O O B_PER O B_PER I_PER O	Gefahren wurde das Fahrzeug von den beiden Briten Peter und Graham Whitehead .	False
B_PER I_PER O O O	Monica Bleibtreu – ''Fluchtwege ''	False
B_ORG I_ORG I_ORG I_ORG	SC Xaverov Horní Počernice	False
O O B_ORG I_ORG I_ORG O O O B_ORG I_ORG I_ORG I_ORG O	' '' The Human League '' ' - Don’t You Want Me ''	False
B_ORG I_ORG O O B_ORG I_ORG O O	Olympique Nîmes D3 - OGC Nizza L1 de:4:0	False
O O O O O B_PER I_PER O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O O O O O O O O O	Es schlossen sich Kompositionsstudien bei Bernard Wagenaar an , und auch Darius Milhaud , Béla Bartók und Nadia Boulanger unterstützten sie durch die kritische Begleitung ihrer Werke .	False
B_ORG I_ORG I_ORG I_ORG	Royal Academy of Music	False
O O O B_ORG O O O	de:8:07,13 min , Saint-Denis , 3 .	False
O B_LOC I_LOC I_LOC	WEITERLEITUNG Karelo-Finnische Sozialistische Sowjetrepublik	False
O O O O O O B_LOC O	Er ist ein östlicher Seitenfluss des Coppename .	False
B_PER I_PER I_PER I_PER I_PER	Charles , Prince of Wales	False
O O O O O O B_LOC O B_LOC I_LOC I_LOC I_LOC O O O B_LOC I_LOC O	Sie liegt elf Kilometer südöstlich von Polička im Bergland der Oberen Swratka und gehört zum Okres Svitavy .	False
O O O O O B_ORG O O O O O O O O O	Der Hersteller gibt für den Lithium-Ionen-Akkumulator eine Kapazität von mehr als 2500 Bildern an .	False
O O O O O O O O B_LOC O O O	– Live from Italy '' , gefilmt in Turin am 4 .	False
O O O O O B_LOC I_LOC O	Nördlich der Stadt beginnt die Serra Gaúcha .	False
B_PER I_PER I_PER I_PER I_PER I_PER O O	Friedrich ( Ferry ) II . , 1206–1213	False
O O O B_LOC O O	** ' '' Caracol '' '	False
O O O O O O O O O O O O O O B_LOC O B_ORG I_ORG O	Nach 6 erfolgreichen Jahren , nahm er die Chance wahr und wechselte er zum belgischen Topklub FC Brügge .	False
B_PER I_PER I_PER B_PER I_PER	Liem Swie King Eddy Hartono	False
B_LOC O B_ORG I_ORG I_ORG	Mailand , Teatro alla Scala	False
O B_PER I_PER O O	'' Lenny Kravitz '' '	False
O B_ORG O O O O O	Im Segeln wurden sechs Wettbewerbe ausgetragen .	False
B_PER I_PER O B_PER I_PER O B_PER I_PER	Édouard Candeveau , Alfred Felber , Émile Lachapelle	False
O O O B_PER O O	** ' '' Saint-Pol '' '	False
O O B_LOC O O O O O O O O O O O B_ORG O O	In der Sowjetzone bot man ihm eine Funktion als Arzt in der neu gebildeten Volkspolizei an .	False
O O O B_LOC I_LOC O O	*** ' '' Hochstift Augsburg '' '	False
O O O O B_LOC I_LOC O O O O O	Später ging sie nach New York und professionalisierte ihre Modelarbeit .	False
O B_ORG O O O O O O O O O	Im Spiegel '' wurde er des Öfteren als „Spielepapst“ bezeichnet .	False
O O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O O O	Planungen in den Jahren 2000–2005 konzentrierten sich auf das Areal der Deutschen Bahn , die sich in den vergangenen 20 Jahren immer mehr aus ihren Flächen zurückgezogen hat .	False
O O B_LOC O O	' '' Japan '' '	False
O O O B_PER O O	** ' '' Soissons '' '	False
O O O O O O O O O B_LOC I_LOC O O O O B_LOC O O	Dort besiedelt er ein Gebiet , das vom südlichen British Columbia bis in den Süden Mexikos reicht .	False
O O B_LOC I_LOC I_LOC I_LOC O O O O O O B_ORG I_ORG O O O O	In der Saison 1997 / 98 bestritt er acht Ligaspiele für den FSV Zwickau in der 2 .	False
B_ORG I_ORG I_ORG O B_LOC	Stadio Pierluigi Penzo – Venedig	False
O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O	Während eine neue Zählung nach der herkömmlichen Methode nach Angaben des Deutschen Instituts für Wirtschaftsforschung schätzungsweise eine Milliarde Euro gekostet hätte , fallen nach dem neuen Modell Kosten von etwa 300 Millionen Euro an .	False
O O O O B_ORG I_ORG	2010 Bronzemedaille bei den Olympischen Winterspielen	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	That’s Why God Made the Radio	False
O O B_PER I_PER O B_PER I_PER I_PER O	Titelverteidigerinnen waren Lindsay Davenport und Mary Joe Fernández .	False
O O O O O B_LOC O O O O	Danach ließ er sich in Düsseldorf als Arzt nieder .	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Saunders Island ( Falklandinseln )	False
O O O O O O O O O O O B_ORG I_ORG O O O O O O O	Er war Initiator eines sehr gut besuchten viersemestrigen Buddhismus-Lehrgangs an der Universität Wien von Herbst 2003 bis Frühsommer 2005 .	False
O O B_LOC O O	' '' Nottuln '' '	False
O O B_LOC O O	' '' Thailand '' '	False
O O B_PER I_PER O B_LOC O O O	de:3:41:09 h Erick Barrondo , GUA , 23 .	False
B_ORG I_ORG I_ORG I_ORG	Skin ( Band )	False
O O O O O O O O B_PER O O O O O	Mit dieser Ansicht knüpfte er an die von Schelling erstmals publizierte Weltgeisttheorie an .	False
